GeneID,log2(FC)M2,P-valueM2,P-adjM2,log2(FC)M4,P-valueM4,P-adjM4
ENSG00000114503,-0.158632031,0.200371368,0.588956819,0.023560797,0.761770131,0.920692738
ENSG00000114520,0.035215043,0.831596478,0.957548518,-0.202144269,0.087449775,0.34999479
ENSG00000114529,-0.454267699,0.028840774,0.258700336,-0.36659117,0.009812721,0.091126885
ENSG00000114541,-0.272182372,0.233342596,0.621804812,-0.221730119,0.177052904,0.497759428
ENSG00000114544,0.298613047,0.068610491,0.384746294,0.189293031,0.104032542,0.381734129
ENSG00000114547,0.042655013,0.70643704,NA,0.02896893,0.54446616,NA
ENSG00000114554,0.359701834,0.009612751,0.149926217,0.235889304,0.022748346,0.155031689
ENSG00000114573,-0.171203327,0.185526022,0.570843107,-0.265499699,0.000825618,0.016327145
ENSG00000114626,0.187413833,0.420645114,0.766418634,0.255558615,0.136330217,0.438962585
ENSG00000114631,0.207304249,0.174703755,0.558390787,-0.061771662,0.563791701,0.827319785
ENSG00000114638,-0.027498698,0.830594285,NA,-0.082580612,0.467544297,NA
ENSG00000114646,0.09789611,0.671389917,0.896382659,-0.189122207,0.236750202,0.573358256
ENSG00000114648,-0.292957515,0.085895989,0.422437135,-0.036508963,0.733064317,0.907259728
ENSG00000114650,0.075031965,0.554340284,0.839760438,-0.066695092,0.44380947,0.749183972
ENSG00000114654,0.163382158,0.288361787,NA,-0.006362426,0.824428122,NA
ENSG00000114656,0.564391115,0.015171822,0.189028646,0.24078734,0.146372816,0.453635312
ENSG00000114670,-0.00599374,0.972511287,NA,0.116428879,0.460436346,NA
ENSG00000114686,-0.187565577,0.167416647,0.548764067,-0.042069578,0.576049906,0.833321474
ENSG00000114698,-0.194331599,0.339407839,NA,-0.057003601,0.708969312,NA
ENSG00000114735,0.154182888,0.484813123,0.805970914,0.198747561,0.20575874,0.532761148
ENSG00000114737,-0.068293451,0.755868196,NA,-0.059858768,0.726711709,0.904415746
ENSG00000114738,0.046278232,0.733532273,0.920213082,-0.170449612,0.049474414,0.251866368
ENSG00000114739,0.225689855,0.119133462,0.478023481,0.171220198,0.032883328,0.195855817
ENSG00000114742,-0.184262109,0.197223293,0.586416074,-0.060792747,0.474216781,0.769850131
ENSG00000114744,-0.146373521,0.349532846,0.722188251,-0.015266732,0.864062972,0.957935259
ENSG00000114745,-0.088578733,0.583092748,0.852554791,0.256265646,0.011314481,0.100030629
ENSG00000114757,-0.17971142,0.433608362,0.773242141,-0.197339917,0.235352674,0.571299976
ENSG00000114767,-0.148371716,0.333693464,0.712815976,0.031010708,0.773230045,0.925807327
ENSG00000114770,-0.125728033,0.395466735,0.756578083,0.059198036,0.564898815,0.827949821
ENSG00000114771,NA,NA,NA,NA,NA,NA
ENSG00000114779,0.538857252,0.01824993,0.20732171,0.071181883,0.67825402,0.881797775
ENSG00000114784,0.102177522,0.434856304,0.773887022,0.02631891,0.764845209,0.921620634
ENSG00000114786,0.02137112,0.742359459,NA,-0.01509241,0.623448727,NA
ENSG00000114790,-0.172377299,0.326746019,0.70810601,0.16353412,0.17301873,0.492130875
ENSG00000114796,0.437787477,0.008421918,0.141028643,0.182366399,0.080873529,0.334915556
ENSG00000114805,-0.465073665,0.007198492,0.129635422,-0.473164337,9.08E-05,0.002997238
ENSG00000114812,-0.451383647,0.04945422,0.333750985,-0.287617941,0.09128872,0.357498963
ENSG00000114841,0.05696605,0.77572894,NA,0.099865359,0.467980211,NA
ENSG00000114850,-0.059123778,0.62831737,0.875131954,-0.033996236,0.642965061,0.868777469
ENSG00000114853,0.125732023,0.587223813,0.854409982,-0.044726718,0.791665889,0.932686287
ENSG00000114854,0.497374126,0.032739788,0.274436728,-0.206202785,0.229622665,0.56456476
ENSG00000114857,0.188189451,0.225466958,0.613805699,-0.010278104,0.925953579,0.978564895
ENSG00000114859,0.073375892,0.728582661,0.917929197,-0.099065104,0.507541554,0.792091893
ENSG00000114861,-0.285417782,0.160294963,0.539518572,-0.003065448,0.981638872,0.995650126
ENSG00000114867,-0.469440576,0.000166874,0.010603919,-0.19300645,0.00963707,0.089950411
ENSG00000114902,-0.098701842,0.485213142,0.806343332,-0.105401386,0.248305621,0.589130357
ENSG00000114904,-0.243182003,0.129241715,0.492989329,0.068246728,0.499875474,0.786789132
ENSG00000114923,0.09939609,0.646594635,0.883811253,-0.063277234,0.678644736,0.881852182
ENSG00000114933,-0.056721314,0.758968283,0.927643961,-0.014839772,0.891174815,0.968235605
ENSG00000114942,-0.016373138,0.89276672,0.97800406,-0.02872418,0.692091691,0.887139388
ENSG00000114948,-0.211000597,0.228181798,0.616359756,0.015594258,0.901662725,0.971506307
ENSG00000114956,-0.000941795,0.994887062,0.998510062,-0.046591732,0.608123469,0.851632065
ENSG00000114978,-0.037803423,0.760520669,0.928568754,0.096470157,0.188493314,0.512602029
ENSG00000114982,-0.216264476,0.127140329,0.489640945,-0.097088903,0.293184798,0.636187557
ENSG00000114988,-0.434639684,0.013680011,0.179254419,0.313141218,0.005677747,0.0640135
ENSG00000114993,-0.12990537,0.415023131,0.763543997,-0.262891477,0.011471602,0.100893558
ENSG00000114999,-0.297757508,0.03449167,0.280923272,-0.044202572,0.601496638,0.847708345
ENSG00000115008,0.088048639,0.626386979,NA,-0.035457578,0.806818927,NA
ENSG00000115009,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000115020,0.131409288,0.339926536,0.717980076,0.207091576,0.013754837,0.112987948
ENSG00000115041,0.141964752,0.486603403,NA,-0.185334615,0.225191618,NA
ENSG00000115042,0.021396288,0.907970721,0.979632726,0.108148034,0.384814067,0.710041154
ENSG00000115053,-0.28241013,0.019304597,0.211745531,-0.146618891,0.044540854,0.235962131
ENSG00000115073,0.160894616,0.309383298,0.694030761,0.297503226,0.003686302,0.048303028
ENSG00000115084,-0.02941315,0.864028778,0.968786984,0.117605125,0.325988572,0.665000651
ENSG00000115085,0.000237092,0.996363141,NA,0.003760687,0.94823174,NA
ENSG00000115091,-0.143573345,0.248570391,0.638896583,0.170282706,0.021458504,0.149375193
ENSG00000115107,-0.181662895,0.330739148,0.711258019,-0.150365546,0.189171579,0.513828349
ENSG00000115109,-0.100177356,0.498725602,0.810847604,-0.24679372,0.009692287,0.090403574
ENSG00000115112,-0.290264091,0.210624357,0.600527377,-0.027021022,0.873360461,0.961795743
ENSG00000115128,0.043762933,0.742329706,0.923070205,-0.134447888,0.13601456,0.43824539
ENSG00000115129,-0.34282853,0.084384605,0.420064076,-0.228276647,0.07079968,0.311668585
ENSG00000115137,0.244034124,0.292999215,0.677910572,-0.317876378,0.059319783,0.279532624
ENSG00000115138,0.186510703,0.35866254,NA,0.041873854,0.762628502,NA
ENSG00000115145,-0.038649898,0.846832587,0.963305839,0.071090723,0.608720929,0.852077875
ENSG00000115155,0.0745545,0.568857941,NA,0.333321917,0.008079482,NA
ENSG00000115159,-0.266847785,0.065502116,0.376864708,-0.270760288,0.005743609,0.064519782
ENSG00000115163,0.114669503,0.561256326,0.84320065,-0.068589643,0.614914343,0.855128824
ENSG00000115165,0.031796751,0.69929419,NA,0.017512272,0.754809379,NA
ENSG00000115170,-0.080525523,0.672009919,0.896572012,0.204621416,0.095370873,0.365947886
ENSG00000115183,-0.085094439,0.661994735,0.891082678,0.150679109,0.278232964,0.622780065
ENSG00000115194,0.077660469,0.679878301,0.900517787,-0.027162339,0.861837575,0.956948751
ENSG00000115204,-0.24073526,0.141945391,0.51545055,0.233563735,0.029426383,0.182980564
ENSG00000115207,-0.163595095,0.216921822,0.60520601,-0.11253553,0.150565521,0.460006668
ENSG00000115211,-0.146451003,0.399705365,0.758854913,-0.09676835,0.372302879,0.700005965
ENSG00000115216,-0.209488925,0.091976505,0.432825072,-0.076560476,0.340960982,0.67691265
ENSG00000115221,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000115226,-0.041077515,0.838555877,0.960124283,-0.686266893,9.23E-06,0.000487175
ENSG00000115232,0.022766924,0.922108206,0.982187736,0.27353442,0.110971852,0.394909538
ENSG00000115233,-0.25257209,0.090518459,0.430367184,-0.11119818,0.181431046,0.503187587
ENSG00000115234,0.194420614,0.140499984,0.511948042,0.071330472,0.430564222,0.74029035
ENSG00000115239,0.085626125,0.688350353,NA,-0.039123254,0.810988149,NA
ENSG00000115241,-0.310194866,0.011916969,0.166993685,-0.372388035,6.93E-07,6.14E-05
ENSG00000115252,-0.06422354,0.514962475,NA,-0.06908545,0.328856084,NA
ENSG00000115255,0.143647518,0.500043222,0.811448141,-0.053623575,0.735372406,0.908381507
ENSG00000115257,0.419993408,0.067347733,0.382392752,0.131285858,0.439583772,0.74707207
ENSG00000115263,NA,NA,NA,NA,NA,NA
ENSG00000115266,0.088290718,0.704659026,0.909158266,0.015763695,0.915091143,NA
ENSG00000115267,-0.269252093,0.204825016,NA,-0.23595354,0.14392548,NA
ENSG00000115268,0.231947714,0.067416235,0.382392752,0.147209758,0.085756326,0.346401273
ENSG00000115271,0.044891468,0.764611504,0.930618045,0.093653506,0.349253955,0.683127407
ENSG00000115274,-0.005029806,0.982327435,0.99593375,-0.242093064,0.124232478,0.417881023
ENSG00000115275,0.093417374,0.514187315,0.817712051,-0.084116219,0.357812204,0.69037546
ENSG00000115282,0.013128344,0.939462623,0.984845851,-0.280907382,0.014690265,0.118307233
ENSG00000115286,0.113124456,0.598587885,0.859352879,0.007483038,0.96215089,0.990788942
ENSG00000115289,0.003332712,0.988157967,0.997326283,-0.045924425,0.779523988,0.927945436
ENSG00000115290,-0.137155387,0.534966197,0.830731442,0.304218893,0.042066201,0.228174493
ENSG00000115295,0.022512019,0.792449965,NA,0.033529795,0.579328485,NA
ENSG00000115297,-0.092134074,0.396348934,NA,0.019999748,0.560144035,NA
ENSG00000115306,0.072169766,0.585583949,0.853572061,0.149266599,0.035943053,0.205939877
ENSG00000115307,-0.165728143,0.273274502,0.660344786,-0.128087694,0.175778474,0.4956149
ENSG00000115310,-0.056602803,0.621457187,0.871901241,0.012016538,0.871608158,0.961324917
ENSG00000115317,-0.035760893,0.862491613,0.96841693,-0.137571221,0.33435262,0.672174657
ENSG00000115318,-0.008513914,0.960511348,0.991868557,-0.48090239,0.000649635,0.013689925
ENSG00000115325,-0.066519497,0.748821767,0.926178088,-0.100909036,0.510792063,0.794604491
ENSG00000115339,0.265932961,0.151779431,0.527660511,-0.236663924,0.056168608,0.271531567
ENSG00000115350,-0.018806653,0.926406765,0.983603767,0.120675686,0.383633279,0.708543447
ENSG00000115353,-0.273083876,0.1918935,NA,-0.841664276,6.11E-07,5.68E-05
ENSG00000115355,0.051066524,0.704031502,0.909158266,0.169091352,0.050496224,0.255039228
ENSG00000115361,0.094955401,0.522223965,NA,-0.076905004,0.482936411,NA
ENSG00000115363,-0.058297187,0.773547374,NA,0.016828297,0.911789446,NA
ENSG00000115364,-0.032596191,0.810469274,0.949455471,0.094621808,0.26738654,0.609773526
ENSG00000115365,0.071762951,0.592365676,0.856435502,0.008030887,0.9275281,0.978921096
ENSG00000115368,-0.146823611,0.282147724,0.669807322,-0.086535758,0.305264005,0.64859634
ENSG00000115380,-0.303550413,0.102572718,0.452668672,0.062457526,0.606322051,0.850795618
ENSG00000115386,0.001160417,0.981820259,NA,NA,NA,NA
ENSG00000115392,-0.290475497,0.112879983,0.469079734,-0.155110744,0.166003375,0.482085175
ENSG00000115414,0.130556913,0.361010008,0.729522113,0.187384638,0.260799558,0.603268567
ENSG00000115415,0.020000827,0.875583692,0.973366228,-0.062054785,0.431671763,0.741336261
ENSG00000115419,-0.619345676,0.000121909,0.00850261,-0.067189392,0.467722338,0.765261232
ENSG00000115421,-0.045465267,0.768858723,0.932269797,0.321283573,0.001527915,0.025645518
ENSG00000115423,-0.050230564,0.407758001,NA,-0.052559238,0.422337035,NA
ENSG00000115425,0.162495177,0.404699904,0.761061701,0.017138018,0.90681392,0.973608638
ENSG00000115446,-0.081777052,0.634823729,0.877514256,0.013256336,0.906254731,0.973608638
ENSG00000115457,2.063824078,5.87E-46,2.51E-42,0.781159358,2.06E-06,0.000143363
ENSG00000115459,-0.069473555,0.75434291,0.926553937,0.147065917,0.36608205,0.695789701
ENSG00000115461,1.276509229,2.76E-09,8.64E-07,0.346025922,0.037422575,0.211564106
ENSG00000115464,0.124452873,0.412417825,0.762518187,0.064647398,0.491516646,0.783021191
ENSG00000115468,0.185960669,0.424283777,0.769243896,-0.086181145,0.613522663,0.85470923
ENSG00000115474,0.012946606,0.763648132,NA,0.000564428,0.986808209,NA
ENSG00000115484,-0.043699047,0.690413202,0.9041197,0.061398548,0.308546667,0.651375022
ENSG00000115486,0.000727851,0.996559859,0.998894452,0.255101616,0.017296098,0.130461448
ENSG00000115488,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000115504,-0.251216904,0.112455376,0.468786325,-0.054341656,0.559469877,0.825050684
ENSG00000115507,0.139468225,0.531892577,NA,0.051212746,0.746028374,NA
ENSG00000115514,-0.381177025,0.045232516,0.31761738,-0.178569523,0.156468102,0.46709672
ENSG00000115520,0.134594443,0.447497459,0.782874568,-0.318954654,0.007209541,0.07429772
ENSG00000115523,0.110823751,0.275332236,NA,-0.037618393,0.342002162,NA
ENSG00000115524,0.063923625,0.571303587,0.848015413,-0.003705702,0.953311228,0.987233268
ENSG00000115525,0.189298044,0.415662612,0.763654575,0.096199112,0.574669679,0.832644759
ENSG00000115526,-0.243754586,0.125168535,0.487158109,-0.110559185,0.292479603,0.635279543
ENSG00000115539,-0.173292252,0.368907552,0.73617218,0.083791767,0.491327691,0.783021191
ENSG00000115540,0.22638827,0.107077903,0.459990616,-0.128155652,0.203600908,0.530496738
ENSG00000115541,-0.107249025,0.448206315,0.783597966,0.018893406,0.844184951,0.950110896
ENSG00000115548,0.998418537,6.77E-11,2.63E-08,0.715185912,1.24E-05,0.000618217
ENSG00000115556,-0.101054644,0.639432535,NA,-0.244484222,0.144940702,0.452505941
ENSG00000115561,0.127313555,0.519433083,0.820966483,-0.145310202,0.325299318,0.664139587
ENSG00000115568,-0.534561459,0.002217992,0.063549444,-0.035262559,0.746282638,0.913879009
ENSG00000115590,0.012946606,0.763648132,NA,0.019999748,0.560144035,NA
ENSG00000115592,NA,NA,NA,NA,NA,NA
ENSG00000115593,0.018522451,0.82077646,NA,-0.034754789,0.367527277,NA
ENSG00000115594,-0.09228351,0.592984171,NA,0.086080597,0.513163696,NA
ENSG00000115596,NA,NA,NA,NA,NA,NA
ENSG00000115598,NA,NA,NA,-0.011808869,0.763860885,NA
ENSG00000115602,NA,NA,NA,NA,NA,NA
ENSG00000115604,-0.033529308,0.510323102,NA,0.015665698,0.799220839,NA
ENSG00000115607,NA,NA,NA,NA,NA,NA
ENSG00000115616,-0.067388629,0.503363338,NA,0.048350148,0.570702048,NA
ENSG00000115641,0.052836181,0.732273658,0.919592044,0.266716832,0.011878723,0.102599446
ENSG00000115648,0.07433174,0.739710821,0.921927186,-0.1716238,0.250056809,0.591196901
ENSG00000115649,-0.096461232,0.558946591,0.842317458,-0.192794376,0.10108053,0.375965185
ENSG00000115652,-0.242935215,0.119670628,0.478831727,0.090240221,0.31859282,0.659043001
ENSG00000115657,0.137000586,0.543224397,NA,0.088149218,0.599226712,0.846702806
ENSG00000115661,0.21113259,0.236888831,0.625917052,-0.076808862,0.56059096,0.825497964
ENSG00000115665,-0.050230564,0.407758001,NA,0.002766479,0.969947524,NA
ENSG00000115677,0.004284844,0.970295911,0.994545486,-0.066955291,0.271126921,0.613143788
ENSG00000115685,-0.384113429,0.017302719,0.201483618,0.061179093,0.528180257,0.805213651
ENSG00000115687,-0.044432836,0.761606105,0.928922079,0.01754733,0.857785167,0.955165741
ENSG00000115694,-0.080797085,0.527065437,0.824949634,0.114986822,0.130799537,0.429607079
ENSG00000115705,0.073874585,0.674301645,NA,0.135957563,0.380354173,NA
ENSG00000115718,0.040785613,0.742299289,NA,-0.169874184,0.088949038,NA
ENSG00000115738,0.305165097,0.074407878,0.397290633,0.048748771,0.714897435,0.898013993
ENSG00000115750,-0.175166009,0.323700841,0.705556799,0.173196389,0.117549669,0.406582149
ENSG00000115756,0.05700352,0.800486328,0.944570924,0.236528003,0.138312456,0.442508499
ENSG00000115758,-0.078728625,0.624493383,0.873899203,0.613630428,3.90E-15,3.52E-12
ENSG00000115760,-0.006504097,0.968985534,0.994178526,0.065211286,0.50640674,0.791687402
ENSG00000115761,-0.370336783,0.025609369,0.245754906,-0.159143605,0.105073442,0.384098659
ENSG00000115762,-0.009049844,0.942768916,0.985294073,0.136588768,0.062908989,0.289603433
ENSG00000115806,0.195492201,0.114041953,0.470862252,-0.145353803,0.053145181,0.261902231
ENSG00000115808,-0.009976962,0.942610374,0.985208595,-0.020927029,0.794279491,0.932906955
ENSG00000115816,-0.027546775,0.835359274,0.958751041,-0.151157199,0.042415813,0.229180583
ENSG00000115825,-0.079365184,0.537045194,0.832750919,0.031280046,0.714187364,0.897831761
ENSG00000115827,0.071075707,0.635805479,0.878237295,0.17202469,0.101157422,0.375965185
ENSG00000115828,NA,NA,NA,0.07329838,0.662111781,0.875836318
ENSG00000115839,0.024984651,0.860870668,0.968121245,-0.008813894,0.918134334,0.976284818
ENSG00000115840,-0.477398749,0.027579471,0.253407369,-0.490602006,0.000488206,0.010984696
ENSG00000115841,-0.005800056,0.979184549,NA,0.060696249,0.718790589,0.900280566
ENSG00000115844,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000115850,NA,NA,NA,-0.041135045,0.32322538,NA
ENSG00000115866,0.52225255,1.44E-05,0.001584846,0.278824099,0.001444755,0.024690649
ENSG00000115875,-0.303841979,0.011792091,0.166333268,0.02122588,0.810349432,0.939612792
ENSG00000115884,-0.32325456,0.026698581,0.251617461,0.135714496,0.189547091,0.514230376
ENSG00000115896,-0.017005124,0.784027917,NA,0.019999748,0.560144035,NA
ENSG00000115902,-0.191650085,0.393259351,NA,-0.126609363,0.45155314,0.753718608
ENSG00000115904,-0.027777675,0.852901888,0.965987532,0.193209278,0.051666645,0.258420084
ENSG00000115919,0.014640293,0.846696068,NA,-0.095058402,0.301930209,NA
ENSG00000115934,NA,NA,NA,NA,NA,NA
ENSG00000115935,-0.233763094,0.283602563,0.670903519,-0.503956043,0.002444353,0.035954783
ENSG00000115942,-0.110355437,0.419421956,0.766273277,0.072669118,0.403590044,0.722511134
ENSG00000115944,0.160213115,0.22259408,0.610908192,0.092062022,0.306448017,0.649078245
ENSG00000115946,-0.188008892,0.252424708,0.642371838,-0.132068805,0.193995488,0.519076695
ENSG00000115947,-0.143918787,0.324653362,0.706002771,-0.034171636,0.707764205,0.894066519
ENSG00000115956,NA,NA,NA,NA,NA,NA
ENSG00000115963,0.081140441,0.619928258,0.870707859,0.179801071,0.125000301,0.419513506
ENSG00000115966,-0.123534517,0.413772624,0.76310135,0.07526954,0.456935118,0.758408281
ENSG00000115970,-0.230429801,0.137007499,0.50687115,0.099914194,0.280281396,0.625044138
ENSG00000115977,-0.105367213,0.638161748,0.879377699,-0.321083715,0.041835078,0.227766895
ENSG00000115993,-0.431129319,0.028922536,0.259071648,-0.178764572,0.1056809,0.384763587
ENSG00000115998,-0.082067988,0.722239124,0.915849428,-0.064267778,0.691153214,0.886734766
ENSG00000116001,-0.238951309,0.088013176,0.426240075,0.040101268,0.631993819,0.864264335
ENSG00000116005,-0.155267794,0.241490776,0.631421336,0.033647261,0.691656694,0.886937225
ENSG00000116014,0.051439164,0.766036264,NA,-0.021698197,0.847633749,NA
ENSG00000116016,-0.329277882,0.116769274,NA,-0.21014103,0.219465853,0.552672727
ENSG00000116017,0.058152409,0.709042023,0.910725004,-0.068308655,0.436190116,0.744521036
ENSG00000116030,-0.15941921,0.237987218,0.626755012,-0.03760871,0.626330303,0.86124426
ENSG00000116031,NA,NA,NA,NA,NA,NA
ENSG00000116032,0.198856377,0.19486973,NA,0.08673083,0.401818414,NA
ENSG00000116035,NA,NA,NA,NA,NA,NA
ENSG00000116039,0.012946606,0.763648132,NA,0.007156764,0.802934389,NA
ENSG00000116044,-0.361993216,0.020398836,0.218381536,0.06564617,0.499508088,0.786768269
ENSG00000116062,-0.163778174,0.161151327,0.539518572,-0.083442556,0.211778541,0.542015583
ENSG00000116095,-0.128549064,0.538566483,0.832975627,-0.110440153,0.447269793,0.7518528
ENSG00000116096,-0.328912876,0.153919767,0.53282474,0.171010784,0.275502756,0.619629912
ENSG00000116106,0.896439825,1.87E-05,0.001970614,-0.071641203,0.654113706,0.872153543
ENSG00000116117,0.080630617,0.728596515,0.917929197,-0.685191057,1.17E-05,0.000589298
ENSG00000116120,-0.428189162,0.008494215,0.141232836,-0.21073425,0.010181128,0.093228924
ENSG00000116127,-0.017452719,0.89583422,0.97800406,-0.025015857,0.778924868,0.927786673
ENSG00000116128,0.217266607,0.105015063,0.456565693,0.085715933,0.290742871,0.634482894
ENSG00000116132,NA,NA,NA,-0.055690752,0.237034896,NA
ENSG00000116133,-0.280726062,0.036345342,0.285164307,0.049704533,0.465132927,0.763482133
ENSG00000116138,-0.101825908,0.568977311,0.846573869,0.084596009,0.452862472,0.755160562
ENSG00000116141,-0.056253244,0.744896364,0.924741354,0.038659739,0.753207448,0.916790824
ENSG00000116147,0.000237092,0.996363141,NA,NA,NA,NA
ENSG00000116151,-0.069051012,0.7521249,NA,0.153166232,0.343406297,NA
ENSG00000116157,-0.126413696,0.582211103,0.852253091,-0.282341864,0.057892375,0.276261923
ENSG00000116161,-0.38909047,0.008414225,0.141028643,0.139826551,0.086672007,0.348486735
ENSG00000116171,-0.106384833,0.486819007,0.806832006,0.074196113,0.479353477,0.774296314
ENSG00000116176,0.050081305,0.58089114,NA,0.095198236,0.431525369,NA
ENSG00000116183,0.053478172,0.763725759,NA,0.080393672,0.576849517,NA
ENSG00000116191,0.030660642,0.825062931,0.956167189,0.080690212,0.366960977,0.696435036
ENSG00000116194,-0.033529308,0.510323102,NA,-0.043403597,0.423209525,NA
ENSG00000116198,-0.208311334,0.233452561,0.621804812,-0.142908291,0.225601613,0.560162775
ENSG00000116199,0.090526288,0.489829239,0.807291724,0.20315037,0.020681815,0.146525853
ENSG00000116205,-0.05090549,0.796317772,0.943033022,-0.092871627,0.502186072,0.788725826
ENSG00000116209,-0.031597799,0.808906321,0.948923555,-0.054579926,0.515028064,0.797113638
ENSG00000116212,-0.101890844,0.496722657,0.809231125,-0.228579219,0.022918051,0.15557537
ENSG00000116213,-0.063768296,0.739048368,0.921649538,0.130262644,0.258354872,0.599950675
ENSG00000116218,-0.033529308,0.510323102,NA,0.000609071,0.986291017,NA
ENSG00000116221,0.084839469,0.512249592,0.817712051,-0.184560792,0.012686667,0.106668676
ENSG00000116237,-0.373334381,0.005546714,0.111770207,-0.157747094,0.03160933,0.191377559
ENSG00000116251,0.140800001,0.253519359,0.643880983,0.075589399,0.314224148,0.655197309
ENSG00000116254,0.119755091,0.589731618,NA,-0.022812821,0.889295494,0.967434415
ENSG00000116260,-0.002811511,0.982006114,0.99593375,-0.010771642,0.882197836,0.964908876
ENSG00000116266,-0.130366224,0.414345177,0.763543997,0.108663608,0.270523226,0.612595758
ENSG00000116273,0.078561807,0.585448024,0.853567792,-0.015696732,0.868753425,0.960170959
ENSG00000116285,-0.295431396,0.046485544,0.322185986,-0.062170831,0.482525639,0.776737414
ENSG00000116288,-0.080949001,0.507153541,0.815640082,0.049479744,0.515726408,0.797705469
ENSG00000116299,0.173654061,0.447548581,0.782874568,-0.040019763,0.804308249,NA
ENSG00000116329,0.070973832,0.64335973,NA,0.050791047,0.709431941,NA
ENSG00000116337,-0.107412527,0.507127604,0.815640082,-0.038860625,0.703078432,0.891635468
ENSG00000116350,0.049927856,0.699187025,0.906857494,-0.059618041,0.457364348,0.75874927
ENSG00000116353,0.176091169,0.330532261,0.711258019,-0.066605766,0.60997753,0.852748713
ENSG00000116396,0.221118346,0.300236702,0.685980474,0.039240889,0.788550904,0.931823514
ENSG00000116406,-0.298902712,0.092440751,0.433873964,0.463881352,4.60E-05,0.001760516
ENSG00000116455,-0.498231733,0.002604472,0.069939345,-0.065460333,0.536679064,0.810968408
ENSG00000116459,-0.191027159,0.176698115,0.560023952,-0.231804343,0.003157885,0.043129144
ENSG00000116473,-0.074428417,0.653820741,0.886775468,0.088341622,0.402074202,0.721714947
ENSG00000116478,-0.108375392,0.389337304,0.754189595,-0.028435258,0.721920808,0.902201437
ENSG00000116489,-0.190597692,0.174677475,0.558390787,0.028747923,0.700476925,0.890557324
ENSG00000116497,0.072723839,0.602464735,0.862267254,0.135719862,0.122731247,0.41601629
ENSG00000116514,0.189490908,0.307000022,0.692190987,-0.145138782,0.285188354,0.63021741
ENSG00000116521,0.050759896,0.74616117,0.925562889,-0.109097542,0.29047587,0.634063053
ENSG00000116525,-0.234788819,0.282953131,0.670362016,-0.285940427,0.0483221,0.248142491
ENSG00000116539,-0.017141414,0.921315266,0.982187736,0.124810466,0.251352621,0.592746778
ENSG00000116544,-0.403899912,0.059655022,0.362701337,-0.273765105,0.073467416,0.31743945
ENSG00000116560,-0.701688445,1.23E-06,0.00019913,0.259476365,0.000109306,0.003463563
ENSG00000116574,0.565532266,0.009728064,0.15083625,-0.029290601,0.853211563,0.953724732
ENSG00000116580,0.183499948,0.233756372,0.622122494,-0.1435984,0.117671945,0.406682876
ENSG00000116584,0.067749377,0.671900437,0.896519128,-0.062447633,0.507445207,0.792043396
ENSG00000116586,0.083147256,0.63242791,0.876278567,0.044037305,0.734716039,0.908230546
ENSG00000116604,0.241855858,0.196753726,0.586210556,-0.045707643,0.70280824,0.891473834
ENSG00000116641,0.053190329,0.716927717,0.914097279,0.23204466,0.013122508,0.108900608
ENSG00000116649,-0.105799811,0.406215908,0.761546375,-0.043942751,0.601620229,0.847780779
ENSG00000116652,-0.011911674,0.782043764,NA,0.001988012,0.97554933,NA
ENSG00000116661,0.271049123,0.12267506,0.48272749,-0.396647491,0.000825446,0.016327145
ENSG00000116663,0.072117858,0.641555618,NA,-0.074199542,0.517699543,NA
ENSG00000116667,0.050803593,0.720467562,0.915656634,-0.484703918,1.54E-05,0.000741322
ENSG00000116668,-0.121463275,0.57293016,0.848015413,0.024244222,0.871091483,0.961183997
ENSG00000116670,-0.033996332,0.774533079,0.933877086,-0.010535948,0.879328635,0.963702728
ENSG00000116675,0.634130287,0.003235766,0.07926392,0.233078752,0.139144268,0.444017543
ENSG00000116678,0.366968007,0.096894973,0.441043927,-0.091181371,0.576681766,0.833790843
ENSG00000116679,-0.222049117,0.05658159,0.353765851,0.191334489,0.012827988,0.107390849
ENSG00000116685,0.13508362,0.408419177,0.761636027,-0.100588392,0.349437093,0.683210581
ENSG00000116688,-0.144872591,0.273565089,0.660574192,-0.183511478,0.035197781,0.203551263
ENSG00000116690,NA,NA,NA,0.039814626,0.320113904,NA
ENSG00000116691,0.047779198,0.773000297,0.933330055,0.148890087,0.172856519,0.492130875
ENSG00000116698,-0.023839431,0.8581392,0.9676644,-0.032230176,0.660128791,0.875052944
ENSG00000116701,-5.53E-05,0.999143358,NA,-0.020353446,0.737306275,NA
ENSG00000116703,NA,NA,NA,NA,NA,NA
ENSG00000116704,-0.303302226,0.161004014,0.539518572,-0.179809781,0.242335267,0.580662701
ENSG00000116711,-0.106141484,0.637201513,NA,-0.141511445,0.409247362,0.726514476
ENSG00000116717,0.530087649,0.015095582,0.188688578,0.414015677,0.008901495,0.085135452
ENSG00000116721,NA,NA,NA,NA,NA,NA
ENSG00000116726,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000116729,-0.046996264,0.838695858,0.960124283,0.117453749,0.492293578,0.783349233
ENSG00000116731,0.025300106,0.875444324,0.973366228,0.131272713,0.226462437,0.561143186
ENSG00000116741,0.129550964,0.517436611,0.819638413,0.195670057,0.145769654,0.453137693
