GeneID,log2(FC)M2,P-valueM2,P-adjM2,log2(FC)M4,P-valueM4,P-adjM4
ENSG00000232375,-0.011911674,0.782043764,NA,-0.016820704,0.604067487,NA
ENSG00000232376,NA,NA,NA,NA,NA,NA
ENSG00000232377,NA,NA,NA,NA,NA,NA
ENSG00000232378,NA,NA,NA,NA,NA,NA
ENSG00000232379,NA,NA,NA,NA,NA,NA
ENSG00000232380,-0.221079593,0.342242375,0.71981372,0.209773514,0.221277614,0.555288983
ENSG00000232381,NA,NA,NA,NA,NA,NA
ENSG00000232382,NA,NA,NA,NA,NA,NA
ENSG00000232383,0.019673767,0.765516946,NA,-0.014671414,0.782732677,NA
ENSG00000232384,NA,NA,NA,NA,NA,NA
ENSG00000232385,0.040050209,0.701451194,NA,-0.041492315,0.423787458,NA
ENSG00000232386,NA,NA,NA,0.000208427,0.996370275,NA
ENSG00000232387,0.033787795,0.874381704,NA,0.073986079,0.641606358,NA
ENSG00000232388,0.102168523,0.552694325,0.83916513,-0.090232017,0.449984776,0.752954169
ENSG00000232389,-0.091917546,0.657044764,0.888613064,-0.001126072,0.99350803,0.998373227
ENSG00000232390,NA,NA,NA,NA,NA,NA
ENSG00000232391,NA,NA,NA,NA,NA,NA
ENSG00000232392,NA,NA,NA,NA,NA,NA
ENSG00000232393,-0.056439646,0.566711332,NA,0.054843544,0.333953561,NA
ENSG00000232394,NA,NA,NA,NA,NA,NA
ENSG00000232395,NA,NA,NA,NA,NA,NA
ENSG00000232396,NA,NA,NA,NA,NA,NA
ENSG00000232397,NA,NA,NA,NA,NA,NA
ENSG00000232398,NA,NA,NA,NA,NA,NA
ENSG00000232399,NA,NA,NA,NA,NA,NA
ENSG00000232400,-0.024976725,0.852223988,NA,-0.058595735,0.638350715,NA
ENSG00000232401,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000232403,NA,NA,NA,NA,NA,NA
ENSG00000232406,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000232407,NA,NA,NA,NA,NA,NA
ENSG00000232408,NA,NA,NA,NA,NA,NA
ENSG00000232409,NA,NA,NA,NA,NA,NA
ENSG00000232411,NA,NA,NA,NA,NA,NA
ENSG00000232412,0.042189153,0.649342951,NA,0.014335593,0.731627316,NA
ENSG00000232413,NA,NA,NA,NA,NA,NA
ENSG00000232414,NA,NA,NA,NA,NA,NA
ENSG00000232415,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000232416,NA,NA,NA,NA,NA,NA
ENSG00000232417,NA,NA,NA,NA,NA,NA
ENSG00000232418,NA,NA,NA,NA,NA,NA
ENSG00000232419,NA,NA,NA,NA,NA,NA
ENSG00000232420,NA,NA,NA,NA,NA,NA
ENSG00000232421,NA,NA,NA,NA,NA,NA
ENSG00000232422,-0.033370883,0.731025851,NA,-0.023318342,0.798778558,NA
ENSG00000232423,NA,NA,NA,NA,NA,NA
ENSG00000232424,NA,NA,NA,NA,NA,NA
ENSG00000232426,NA,NA,NA,NA,NA,NA
ENSG00000232429,NA,NA,NA,NA,NA,NA
ENSG00000232430,NA,NA,NA,NA,NA,NA
ENSG00000232431,0.012946606,0.763648132,NA,0.018452608,0.57587658,NA
ENSG00000232433,NA,NA,NA,NA,NA,NA
ENSG00000232434,-0.107431909,0.285617169,NA,-0.009376133,0.925267624,NA
ENSG00000232435,NA,NA,NA,NA,NA,NA
ENSG00000232436,NA,NA,NA,NA,NA,NA
ENSG00000232437,NA,NA,NA,NA,NA,NA
ENSG00000232438,NA,NA,NA,NA,NA,NA
ENSG00000232439,-0.053748284,0.622415717,NA,0.075819846,0.405417059,NA
ENSG00000232441,NA,NA,NA,NA,NA,NA
ENSG00000232442,0.20977832,0.256263906,NA,0.010771145,0.929854227,NA
ENSG00000232444,NA,NA,NA,NA,NA,NA
ENSG00000232445,0.108486636,0.533678419,0.8300371,-0.004655978,0.965696129,0.992279114
ENSG00000232446,NA,NA,NA,NA,NA,NA
ENSG00000232447,NA,NA,NA,NA,NA,NA
ENSG00000232448,NA,NA,NA,NA,NA,NA
ENSG00000232450,-0.03489418,0.839931526,NA,0.278836578,0.023159089,NA
ENSG00000232451,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000232453,0.017218521,0.854420537,NA,-0.025939038,0.577580976,NA
ENSG00000232454,0.002241861,0.990101354,NA,-0.041691837,0.760186242,NA
ENSG00000232455,NA,NA,NA,0.017544008,0.585516288,NA
ENSG00000232456,0.012946606,0.763648132,NA,-0.025681591,0.701957592,NA
ENSG00000232457,-0.018839401,0.825507996,NA,-0.054739218,0.241206897,NA
ENSG00000232458,NA,NA,NA,NA,NA,NA
ENSG00000232459,NA,NA,NA,NA,NA,NA
ENSG00000232460,-0.158191998,0.495086112,0.8085629,-0.010216736,0.952536525,0.987233268
ENSG00000232461,-0.033529308,0.510323102,NA,-0.028639332,0.56305103,NA
ENSG00000232462,NA,NA,NA,NA,NA,NA
ENSG00000232463,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000232464,NA,NA,NA,NA,NA,NA
ENSG00000232465,NA,NA,NA,NA,NA,NA
ENSG00000232466,NA,NA,NA,0.000578565,0.986642356,NA
ENSG00000232467,-0.107507075,0.644424934,0.882706056,0.026162084,0.874360311,0.961803434
ENSG00000232469,NA,NA,NA,NA,NA,NA
ENSG00000232470,0.034516128,0.728182837,NA,0.032825961,0.699920458,NA
ENSG00000232471,NA,NA,NA,NA,NA,NA
ENSG00000232472,-0.094883101,0.491021784,0.807321073,-0.035694245,0.674950669,0.88018787
ENSG00000232473,NA,NA,NA,NA,NA,NA
ENSG00000232474,NA,NA,NA,NA,NA,NA
ENSG00000232475,NA,NA,NA,NA,NA,NA
ENSG00000232478,NA,NA,NA,NA,NA,NA
ENSG00000232479,-0.014241933,0.883496856,NA,-0.008762636,0.861505422,NA
ENSG00000232480,0.031361386,0.515604313,NA,0.013392367,0.734287538,NA
ENSG00000232482,-0.011911674,0.782043764,NA,-0.031641471,0.496065187,NA
ENSG00000232485,0.012946606,0.763648132,NA,0.041118316,0.54411784,NA
ENSG00000232486,-0.272539546,0.160447246,NA,0.219029166,0.109647412,NA
ENSG00000232487,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000232489,NA,NA,NA,NA,NA,NA
ENSG00000232490,NA,NA,NA,NA,NA,NA
ENSG00000232491,NA,NA,NA,NA,NA,NA
ENSG00000232492,NA,NA,NA,NA,NA,NA
ENSG00000232493,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000232494,NA,NA,NA,NA,NA,NA
ENSG00000232495,NA,NA,NA,NA,NA,NA
ENSG00000232496,-0.03573856,0.625907644,NA,-0.006362426,0.824428122,NA
ENSG00000232497,NA,NA,NA,NA,NA,NA
ENSG00000232498,NA,NA,NA,0.017544008,0.585516288,NA
ENSG00000232499,-0.20849046,0.209835671,0.59972841,0.002033379,0.985532129,0.996791066
ENSG00000232500,NA,NA,NA,NA,NA,NA
ENSG00000232502,0.001160417,0.981820259,NA,NA,NA,NA
ENSG00000232503,NA,NA,NA,NA,NA,NA
ENSG00000232504,0.012946606,0.763648132,NA,-0.006362426,0.824428122,NA
ENSG00000232505,NA,NA,NA,NA,NA,NA
ENSG00000232508,NA,NA,NA,NA,NA,NA
ENSG00000232510,NA,NA,NA,NA,NA,NA
ENSG00000232511,NA,NA,NA,NA,NA,NA
ENSG00000232512,NA,NA,NA,NA,NA,NA
ENSG00000232514,NA,NA,NA,NA,NA,NA
ENSG00000232515,NA,NA,NA,NA,NA,NA
ENSG00000232516,NA,NA,NA,NA,NA,NA
ENSG00000232517,-0.011911674,0.782043764,NA,0.007156764,0.802934389,NA
ENSG00000232518,NA,NA,NA,NA,NA,NA
ENSG00000232519,0.012946606,0.763648132,NA,0.000609071,0.986291017,NA
ENSG00000232520,NA,NA,NA,NA,NA,NA
ENSG00000232522,NA,NA,NA,NA,NA,NA
ENSG00000232523,NA,NA,NA,NA,NA,NA
ENSG00000232524,0.005296525,0.965478989,NA,-0.07019781,0.481788047,NA
ENSG00000232525,-0.011911674,0.782043764,NA,0.000576454,0.986666994,NA
ENSG00000232526,0.053895343,0.388450504,NA,0.007156764,0.802934389,NA
ENSG00000232527,0.012946606,0.763648132,NA,-0.034141086,0.640067392,NA
ENSG00000232528,0.019673767,0.765516946,NA,0.019999748,0.560144035,NA
ENSG00000232529,NA,NA,NA,NA,NA,NA
ENSG00000232530,0.012946606,0.763648132,NA,0.007156764,0.802934389,NA
ENSG00000232531,0.093211907,0.506837257,NA,0.050241958,0.624145843,NA
ENSG00000232532,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000232533,-0.115364248,0.616732107,0.869167032,0.527218755,0.001191604,0.021376359
ENSG00000232535,NA,NA,NA,0.000562389,0.986832295,NA
ENSG00000232536,0.000237092,0.996363141,NA,0.000544645,0.987043728,NA
ENSG00000232537,0.000237092,0.996363141,NA,-0.067973662,0.418714274,NA
ENSG00000232539,0.012946606,0.763648132,NA,0.007156764,0.802934389,NA
ENSG00000232540,NA,NA,NA,NA,NA,NA
ENSG00000232541,NA,NA,NA,NA,NA,NA
ENSG00000232542,NA,NA,NA,NA,NA,NA
ENSG00000232543,NA,NA,NA,NA,NA,NA
ENSG00000232545,0.001689883,0.98263292,NA,-0.055967424,0.45416377,NA
ENSG00000232546,0.087871451,0.404978345,NA,0.03375695,0.690721669,NA
ENSG00000232548,NA,NA,NA,NA,NA,NA
ENSG00000232549,-0.033529308,0.510323102,NA,-0.009825907,0.886275307,NA
ENSG00000232551,NA,NA,NA,NA,NA,NA
ENSG00000232553,0.02458881,0.913063291,NA,0.030478431,0.857357041,0.955165741
ENSG00000232554,NA,NA,NA,NA,NA,NA
ENSG00000232555,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000232556,NA,NA,NA,NA,NA,NA
ENSG00000232557,NA,NA,NA,NA,NA,NA
ENSG00000232558,NA,NA,NA,NA,NA,NA
ENSG00000232559,0.197429704,0.392959871,0.754418966,-0.051414752,0.756597809,0.918418223
ENSG00000232560,NA,NA,NA,NA,NA,NA
ENSG00000232561,0.012946606,0.763648132,NA,0.015309953,0.716378885,NA
ENSG00000232562,NA,NA,NA,NA,NA,NA
ENSG00000232563,NA,NA,NA,NA,NA,NA
ENSG00000232564,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000232565,NA,NA,NA,NA,NA,NA
ENSG00000232567,NA,NA,NA,NA,NA,NA
ENSG00000232568,NA,NA,NA,NA,NA,NA
ENSG00000232569,NA,NA,NA,NA,NA,NA
ENSG00000232571,NA,NA,NA,NA,NA,NA
ENSG00000232572,NA,NA,NA,NA,NA,NA
ENSG00000232573,0.232339146,0.036762761,0.285992,-0.061054242,0.400379931,0.720822067
ENSG00000232575,NA,NA,NA,NA,NA,NA
ENSG00000232576,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000232577,NA,NA,NA,NA,NA,NA
ENSG00000232578,-0.028932623,0.732388048,NA,-0.070212253,0.441357134,NA
ENSG00000232579,NA,NA,NA,NA,NA,NA
ENSG00000232581,NA,NA,NA,NA,NA,NA
ENSG00000232582,NA,NA,NA,NA,NA,NA
ENSG00000232583,NA,NA,NA,0.029164856,0.655852778,NA
ENSG00000232585,NA,NA,NA,NA,NA,NA
ENSG00000232586,0.012946606,0.763648132,NA,NA,NA,NA
ENSG00000232587,0.012946606,0.763648132,NA,0.032494422,0.508369771,NA
ENSG00000232590,NA,NA,NA,NA,NA,NA
ENSG00000232591,NA,NA,NA,NA,NA,NA
ENSG00000232593,0.157041397,0.168488853,NA,0.020336274,0.851139126,NA
ENSG00000232594,NA,NA,NA,NA,NA,NA
ENSG00000232595,NA,NA,NA,NA,NA,NA
ENSG00000232596,NA,NA,NA,NA,NA,NA
ENSG00000232597,NA,NA,NA,NA,NA,NA
ENSG00000232598,NA,NA,NA,NA,NA,NA
ENSG00000232599,NA,NA,NA,-0.022132809,0.688474437,NA
ENSG00000232600,0.023101939,0.814726826,NA,0.061677038,0.443690097,NA
ENSG00000232601,NA,NA,NA,NA,NA,NA
ENSG00000232603,NA,NA,NA,NA,NA,NA
ENSG00000232604,NA,NA,NA,NA,NA,NA
ENSG00000232605,NA,NA,NA,NA,NA,NA
ENSG00000232606,NA,NA,NA,NA,NA,NA
ENSG00000232608,NA,NA,NA,0.018452608,0.57587658,NA
ENSG00000232610,NA,NA,NA,0.000609071,0.986291017,NA
ENSG00000232611,0.099291507,0.576916612,NA,-0.074191091,0.525252799,NA
ENSG00000232612,0.087906992,0.265829302,NA,-0.041377095,0.558063902,NA
ENSG00000232613,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000232614,NA,NA,NA,NA,NA,NA
ENSG00000232615,-0.132223718,0.501539877,NA,-0.070151737,0.61152091,NA
ENSG00000232616,NA,NA,NA,NA,NA,NA
ENSG00000232617,NA,NA,NA,NA,NA,NA
ENSG00000232618,0.001160417,0.981820259,NA,-0.006362426,0.824428122,NA
ENSG00000232620,NA,NA,NA,NA,NA,NA
ENSG00000232621,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000232622,NA,NA,NA,NA,NA,NA
ENSG00000232623,-0.011911674,0.782043764,NA,0.007156764,0.802934389,NA
ENSG00000232624,NA,NA,NA,NA,NA,NA
ENSG00000232625,NA,NA,NA,NA,NA,NA
ENSG00000232626,0.109015366,0.449620099,NA,-0.022230682,0.751281821,NA
ENSG00000232627,-0.026681846,0.561111061,NA,NA,NA,NA
ENSG00000232628,0.000237092,0.996363141,NA,NA,NA,NA
ENSG00000232629,NA,NA,NA,NA,NA,NA
ENSG00000232630,-0.183014466,0.305632576,NA,-0.098211063,0.519873427,NA
ENSG00000232631,NA,NA,NA,NA,NA,NA
ENSG00000232632,NA,NA,NA,NA,NA,NA
ENSG00000232633,0.040561586,0.58496004,NA,0.001389426,0.98071297,NA
ENSG00000232634,NA,NA,NA,NA,NA,NA
ENSG00000232636,NA,NA,NA,NA,NA,NA
ENSG00000232637,-0.137971353,0.288190744,NA,0.112726726,0.481579565,NA
ENSG00000232638,NA,NA,NA,NA,NA,NA
ENSG00000232639,NA,NA,NA,NA,NA,NA
ENSG00000232640,-0.237601861,0.297240917,0.681805649,-0.133517463,0.415549762,0.730323025
ENSG00000232641,NA,NA,NA,NA,NA,NA
ENSG00000232642,NA,NA,NA,NA,NA,NA
ENSG00000232643,NA,NA,NA,NA,NA,NA
ENSG00000232644,NA,NA,NA,NA,NA,NA
ENSG00000232645,0.001150018,0.99004334,NA,0.032397412,0.734479274,NA
